_id,propertyAddress,propertyType,propertyWard,InspectionThread,,INSPECTIONS_OPENDATE,INSPECTIONS_CLOSEDDATE,VIOLATIONS_ITEM_NUMBER,Violation_Yes_No
3583771,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,2,Yes
3583772,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,3,Yes
3583773,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,4,Yes
3583774,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,5,Yes
3583775,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,6,Yes
3583776,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,7,Yes
3583777,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,8,Yes
3583778,140 Bathurst St,High Rise,10,_6dbfdB33EDFFF59,,2021-08-31,2022-03-25,9,Yes
3583779,125 Western Battery Rd,High Rise,10,_6dbfdB42FA4F046,,2021-05-27,2021-11-24,0,No
3583780,11 Brunel Crt,High Rise,10,_6dbfdF1BEADCEE4,,2021-12-20,2022-02-08,0,No
3583781,12 York St,High Rise,10,_6dbfdFBF0DFF88C,,2021-07-21,2022-04-26,0,No
3583782,574 Sherbourne St,Low Rise,13,_6dbff9E927845F3,,2021-04-27,,0,No
3583783,2460 Keele St,High Rise,5,_6dc0015A03EBE53,,2021-04-13,2021-04-15,0,No
3583784,20 Tuxedo Crt,High Rise,24,_6dc01C679B6A6E6,,2021-04-13,2021-04-13,0,No
3583785,365 Bay Mills Blvd,High Rise,22,_6dc021749336753,,2021-04-14,2021-07-21,0,No
3583786,2190 Weston Rd,High Rise,5,_6dc02228D648E2F,,2021-04-13,2021-04-21,0,No
3583787,2180 Weston Rd,High Rise,5,_6dc0252DFF2606F,,2021-04-13,2021-04-19,0,No
3583788,183 Dovercourt Rd,Low Rise,10,_6dc03180A35C849,,2021-11-17,,0,No
3583789,15 Bruyeres Mews,High Rise,10,_6dc03357C3922E8,,2021-05-19,2021-07-12,0,No
3583790,15 Beverley St,High Rise,10,_6dc0336BD27F93A,,2021-04-21,2021-07-02,0,No
3583791,188 Spadina Ave,High Rise,10,_6dc036E49D253B7,,2021-05-18,2023-02-10,0,No
3583792,20 Bruyeres Mews,High Rise,10,_6dc03A26B6473C1,,2021-06-02,2023-01-20,0,No
3583793,209 Fort York Blvd,High Rise,10,_6dc03C418B2D82A,,2021-05-18,2021-12-22,0,No
3583794,40 Scollard St,High Rise,11,_6dc042FDE4F6A58,,2021-08-04,2022-06-21,1,Yes
3583795,40 Scollard St,High Rise,11,_6dc042FDE4F6A58,,2021-08-04,2022-06-21,2,Yes
3583796,40 Scollard St,High Rise,11,_6dc042FDE4F6A58,,2021-08-04,2022-06-21,3,Yes
3583797,25 San Romanoway,High Rise,7,_6dc044580515A1B,,2021-04-13,2021-09-03,1,Yes
3583798,25 San Romanoway,High Rise,7,_6dc044580515A1B,,2021-04-13,2021-09-03,2,Yes
3583799,25 San Romanoway,High Rise,7,_6dc044580515A1B,,2021-04-13,2021-09-03,3,Yes
3583800,25 San Romanoway,High Rise,7,_6dc044580515A1B,,2021-04-13,2021-09-03,4,Yes
3583801,202 Bathurst St,High Rise,10,_6dc04DF0A18DD27,,2021-06-16,,1,Yes
3583802,202 Bathurst St,High Rise,10,_6dc04DF0A18DD27,,2021-06-16,,2,Yes
3583803,202 Bathurst St,High Rise,10,_6dc04DF0A18DD27,,2021-06-16,,3,Yes
3583804,202 Bathurst St,High Rise,10,_6dc04DF0A18DD27,,2021-06-16,,4,Yes
3583805,202 Bathurst St,High Rise,10,_6dc04DF0A18DD27,,2021-06-16,,5,Yes
3583806,202 Bathurst St,High Rise,10,_6dc04DF0A18DD27,,2021-06-16,,6,Yes
3583807,225 Pannahill Rd,Low Rise,6,_6dc053B58357084,,2021-04-09,2021-12-20,1,Yes
3583808,225 Pannahill Rd,Low Rise,6,_6dc053B58357084,,2021-04-09,2021-12-20,2,Yes
3583809,225 Pannahill Rd,Low Rise,6,_6dc053B58357084,,2021-04-09,2021-12-20,3,Yes
3583810,225 Pannahill Rd,Low Rise,6,_6dc053B58357084,,2021-04-09,2021-12-20,4,Yes
3583811,225 Pannahill Rd,Low Rise,6,_6dc053B58357084,,2021-04-09,2021-12-20,5,Yes
3583812,225 Pannahill Rd,Low Rise,6,_6dc053B58357084,,2021-04-09,2021-12-20,6,Yes
3583813,3735 Dundas St W,High Rise,4,_6dc0540B51AB3E4,,2021-04-08,2021-04-20,1,Yes
3583814,3379 Lawrence Ave E,Low Rise,24,_6dc132A7FAFE31B,,2021-04-07,2021-06-02,0,No
3583815,2015 Sheppard Ave E,High Rise,17,_6dc1397972927DA,,2021-04-14,2021-05-12,0,No
3583816,375 Bay Mills Blvd,High Rise,22,_6dc1461E1FA0235,,2021-04-16,2021-08-12,0,No
3583817,18 Grenville St,High Rise,13,_6dc14C19689B04A,,2021-04-15,2021-04-15,0,No
3583818,108 Chestnut St,Hotel & Motel,10,_6dc15E2F2D42530,,2021-04-14,2021-04-23,1,Yes
3583819,16 Laidlaw St,Low Rise,10,_6dc15F8B595E71F,,2021-04-14,2021-04-23,0,No
3583820,1900 Sheppard Ave E,High Rise,17,_6dc171065CE4FC5,,2021-04-14,2021-04-22,0,No
3583821,169 Shaw St,Group Home (VO),10,_6dc18435AD3F2A3,,2021-04-29,2021-05-11,0,No
3583822,89 Skymark Dr,High Rise,17,_6dc1a3D3A7B2E8D,,2021-11-03,2022-04-29,1,Yes
3583823,89 Skymark Dr,High Rise,17,_6dc1a3D3A7B2E8D,,2021-11-03,2022-04-29,2,Yes
3583824,89 Skymark Dr,High Rise,17,_6dc1a3D3A7B2E8D,,2021-11-03,2022-04-29,3,Yes
3583825,89 Skymark Dr,High Rise,17,_6dc1a3D3A7B2E8D,,2021-11-03,2022-04-29,4,Yes
3583826,89 Skymark Dr,High Rise,17,_6dc1a3D3A7B2E8D,,2021-11-03,2022-04-29,5,Yes
3583827,10 Eddystone Ave,Low Rise,7,_6dc1bA186E767A2,,2021-04-27,2021-04-30,0,No
3583828,29 Pemberton Ave,High Rise,18,_6dc2b032613499F,,2021-04-16,2021-05-04,0,No
3583829,676 Sheppard Ave E,High Rise,17,_6dc2b3B1D630516,,2021-04-16,2021-05-14,0,No
3583830,11 Wellesley St W,High Rise,13,_6dc2bE4C4A20B1D,,2021-04-16,2021-04-16,0,No
3583831,2214 Keele St,High Rise,5,_6dc2d3B0CF1234D,,2021-04-27,2021-04-29,0,No
3583832,15 Torresdale Ave,High Rise,6,_6dc2d9D368B5D12,,2021-04-15,2021-04-23,0,No
3583833,1645 Queen St W,Low Rise,4,_6dc2dA22C631358,,2021-04-15,2021-07-12,0,No
3583834,30 Denarda St,High Rise,5,_6dc2dFCAAA25D2E,,2021-05-27,2021-06-01,0,No
3583835,316 St George St,Rooming House,11,_6dc2f9830F3D81E,,2021-05-25,2021-05-28,0,No
3583836,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,1,Yes
3583837,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,2,Yes
3583838,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,3,Yes
3583839,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,4,Yes
3583840,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,5,Yes
3583841,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,6,Yes
3583842,3 Island View Blvd,Low Rise,3,_6dc303B5384F27C,,2021-04-15,,7,Yes
3583843,61 Markbrook Lane,High Rise,1,_6dc3066191D8326,,2021-04-15,2021-07-21,1,Yes
3583844,124 Baldwin St,Low Rise,11,_6dc309010816490,,2021-04-19,2021-10-14,0,No
3583845,10 Dean Park Rd,High Rise,25,_6dc324082072D2C,,2021-04-15,2021-09-20,1,Yes
3583846,10 Dean Park Rd,High Rise,25,_6dc324082072D2C,,2021-04-15,2021-09-20,2,Yes
3583847,280 Sammon Ave,Low Rise,14,_6dc3496C2A605F1,,2021-04-27,2021-04-27,0,No
3583848,165 La Rose Ave,High Rise,2,_6dc34FAC79AE1E1,,2021-05-28,2021-06-03,0,No
3583849,2645 Kipling Ave,High Rise,1,_6dc43861CC9FD2D,,2021-04-16,2021-04-20,0,No
3583850,110 Erskine Ave,High Rise,15,_6dc43CC2794F7CB,,2021-04-16,2021-04-19,0,No
3583851,60 Clipper Rd,High Rise,17,_6dc43D08A496697,,2021-04-16,2021-04-21,0,No
3583852,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,1,Yes
3583853,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,2,Yes
3583854,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,3,Yes
3583855,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,4,Yes
3583856,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,5,Yes
3583857,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,6,Yes
3583858,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,7,Yes
3583859,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,8,Yes
3583860,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,9,Yes
3583861,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,10,Yes
3583862,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,11,Yes
3583863,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,12,Yes
3583864,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,13,Yes
3583865,2600 Finch Ave W,High Rise,7,_6dc44B37BFDCAF7,,2021-04-14,2021-06-30,14,Yes
3583866,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,1,Yes
3583867,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,2,Yes
3583868,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,3,Yes
3583869,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,4,Yes
3583870,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,5,Yes
3583871,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,6,Yes
3583872,945 Midland Ave,High Rise,21,_6dc478C270D79D6,,2021-04-21,2021-05-19,7,Yes
3583873,370 McCowan Rd,High Rise,21,_6dc47E412F4D801,,2021-04-20,2021-06-25,1,Yes
3583874,370 McCowan Rd,High Rise,21,_6dc47E412F4D801,,2021-04-20,2021-06-25,2,Yes
3583875,370 McCowan Rd,High Rise,21,_6dc47E412F4D801,,2021-04-20,2021-06-25,3,Yes
3583876,2020 Sheppard Ave W,High Rise,7,_6dc4849858DEF0E,,2021-04-16,2021-05-18,0,No
3583877,101 Prudential Dr,High Rise,21,_6dc48DE7DFBF014,,2021-04-21,2021-04-21,0,No
3583878,50 Town Centre Crt,High Rise,21,_6dc498D022A3A3A,,2021-04-20,2021-10-18,1,Yes
3583879,50 Town Centre Crt,High Rise,21,_6dc498D022A3A3A,,2021-04-20,2021-10-18,2,Yes
3583880,50 Town Centre Crt,High Rise,21,_6dc498D022A3A3A,,2021-04-20,2021-10-18,3,Yes
3583881,200 Sherbourne St,High Rise,13,_6dc4a5635705E6E,,2021-04-16,2021-05-13,1,Yes
3583882,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,1,Yes
3583883,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,2,Yes
3583884,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,3,Yes
3583885,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,4,Yes
3583886,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,5,Yes
3583887,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,6,Yes
3583888,20 Gilder Dr,High Rise,21,_6dc4aA4FAE5603B,,2021-05-19,2021-11-29,7,Yes
3583889,921 Midland Ave,High Rise,21,_6dc4aCC19CADAC7,,2021-04-29,2021-12-01,1,Yes
3583890,921 Midland Ave,High Rise,21,_6dc4aCC19CADAC7,,2021-04-29,2021-12-01,2,Yes
3583891,1698 Victoria Park Ave,Low Rise,16,_6dc4b124AEBDF24,,2021-04-16,2021-04-19,0,No
3583892,55 De Boers Dr,High Rise,6,_6dc8b5D15308798,,2021-04-19,2021-04-20,0,No
3583893,240 Mc Caul St,Hotel & Motel,11,_6dc8b773D9D8069,,2021-04-20,2021-04-20,0,No
3583894,456 Brunswick Ave,Low Rise,11,_6dc8b9E0C8ABF30,,2021-05-04,2021-06-28,0,No
3583895,1525 Birchmount Rd,Low Rise,21,_6dc8c02D48984C5,,2021-04-19,2021-04-21,0,No
3583896,1 Elmcliffe Crt,Low Rise,1,_6dc8c6481C88A92,,2021-04-27,2022-02-09,1,Yes
3583897,1 Elmcliffe Crt,Low Rise,1,_6dc8c6481C88A92,,2021-04-27,2022-02-09,2,Yes
3583898,1 Elmcliffe Crt,Low Rise,1,_6dc8c6481C88A92,,2021-04-27,2022-02-09,3,Yes
3583899,30 Vice Regent Blvd,Hotel & Motel,1,_6dc8c659CDB5720,,2021-04-19,2021-04-21,0,No
3583900,151 Dan Leckie Way,High Rise,10,_6dc8cF77E4F496C,,2021-04-19,2021-06-02,0,No
3583901,3555 Bathurst St,High Rise,8,_6dc8d1247BCFC77,,2021-04-20,2021-04-22,0,No
3583902,638 The Queensway,Hotel & Motel,3,_6dc8d20C7AB7030,,2021-04-20,2021-04-20,0,No
3583903,23 Thorncliffe Park Dr,Low Rise,15,_6dc8d56EABB7C25,,2021-04-19,2021-10-14,0,No
3583904,45 Greenbrae Crct,Low Rise,24,_6dc8d82D9098FA4,,2021-04-21,2021-04-29,0,No
3583905,1095 Neilson Rd,High Rise,25,_6dc8dAC4D134F24,,2021-04-19,2021-04-20,0,No
3583906,419 Markham Rd,High Rise,24,_6dc8dB68CD5EF94,,2021-04-19,2021-05-25,0,No
3583907,252 Victoria St,High Rise,13,_6dc8eA9DAA8CE43,,2021-04-19,2021-04-19,0,No
3583908,2395 Bayview Ave,Residential Care,15,_6dc8eC0C25617D7,,2021-04-19,2021-05-26,1,Yes
3583909,2395 Bayview Ave,Residential Care,15,_6dc8eC0C25617D7,,2021-04-19,2021-05-26,2,Yes
3583910,55 Scollard St,High Rise,11,_6dc8f2730D6907D,,2021-05-12,2022-01-18,1,Yes
3583911,55 Scollard St,High Rise,11,_6dc8f2730D6907D,,2021-05-12,2022-01-18,2,Yes
3583912,55 Scollard St,High Rise,11,_6dc8f2730D6907D,,2021-05-12,2022-01-18,3,Yes
3583913,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,1,Yes
3583914,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,2,Yes
3583915,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,3,Yes
3583916,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,4,Yes
3583917,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,5,Yes
3583918,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,6,Yes
3583919,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,7,Yes
3583920,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,8,Yes
3583921,59 Spadina Rd,High Rise,11,_6dc8f34AF4BC40C,,2021-04-22,2021-08-13,9,Yes
3583922,2008 Pharmacy Ave,High Rise,22,_6dc8f4F8F0B8200,,2021-05-13,2021-06-24,1,Yes
3583923,2008 Pharmacy Ave,High Rise,22,_6dc8f4F8F0B8200,,2021-05-13,2021-06-24,2,Yes
3583924,2008 Pharmacy Ave,High Rise,22,_6dc8f4F8F0B8200,,2021-05-13,2021-06-24,3,Yes
3583925,1525 Birchmount Rd,Low Rise,21,_6dc8f55AF8F827F,,2021-04-19,2021-07-08,0,No
3583926,57 St Joseph St,High Rise,11,_6dc8f6E2664B19B,,2021-04-28,2021-09-03,1,Yes
3583927,57 St Joseph St,High Rise,11,_6dc8f6E2664B19B,,2021-04-28,2021-09-03,2,Yes
3583928,57 St Joseph St,High Rise,11,_6dc8f6E2664B19B,,2021-04-28,2021-09-03,3,Yes
3583929,57 St Joseph St,High Rise,11,_6dc8f6E2664B19B,,2021-04-28,2021-09-03,4,Yes
3583930,55 Prince Arthur Ave,High Rise,11,_6dc8f75690AD528,,2021-06-02,2021-07-07,0,No
3583931,57 Charles St W,High Rise,11,_6dc8f7E4A4566E8,,2021-05-12,2021-05-28,0,No
3583932,61 Yorkville Ave,High Rise,11,_6dc8f8E07EE6770,,2021-05-28,2021-06-15,1,Yes
3583933,55 Charles St W,High Rise,11,_6dc8f9AC209D484,,2021-05-12,2021-08-06,1,Yes
3583934,55 Charles St W,High Rise,11,_6dc8f9AC209D484,,2021-05-12,2021-08-06,2,Yes
3583935,55 Charles St W,High Rise,11,_6dc8f9AC209D484,,2021-05-12,2021-08-06,3,Yes
3583936,55 Gerrard St W,High Rise,11,_6dc8fB0A4542346,,2021-07-05,2022-02-09,1,Yes
3583937,55 Gerrard St W,High Rise,11,_6dc8fB0A4542346,,2021-07-05,2022-02-09,2,Yes
3583938,55 Gerrard St W,High Rise,11,_6dc8fB0A4542346,,2021-07-05,2022-02-09,3,Yes
3583939,60 Yorkville Ave,Hotel & Motel,11,_6dc8fC7B9EEB16F,,2021-10-15,2021-10-29,0,No
3583940,62 Wellesley St W,High Rise,11,_6dc8fC9E944F65A,,2021-04-21,2022-02-16,1,Yes
3583941,62 Wellesley St W,High Rise,11,_6dc8fC9E944F65A,,2021-04-21,2022-02-16,2,Yes
3583942,62 Wellesley St W,High Rise,11,_6dc8fC9E944F65A,,2021-04-21,2022-02-16,3,Yes
3583943,62 Wellesley St W,High Rise,11,_6dc8fC9E944F65A,,2021-04-21,2022-02-16,4,Yes
3583944,62 Wellesley St W,High Rise,11,_6dc8fC9E944F65A,,2021-04-21,2022-02-16,5,Yes
3583945,290 Morningside Ave,Low Rise,24,_6dc8fCC004E86F9,,2021-04-19,2021-04-21,0,No
3583946,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,1,Yes
3583947,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,2,Yes
3583948,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,3,Yes
3583949,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,4,Yes
3583950,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,5,Yes
3583951,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,6,Yes
3583952,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,7,Yes
3583953,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,8,Yes
3583954,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,9,Yes
3583955,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,10,Yes
3583956,55 Bloor St E,High Rise,11,_6dc8fD9C17C19AE,,2021-07-16,2022-03-16,11,Yes
3583957,340 Mill Rd,High Rise,2,_6dc900C81B1E00B,,2021-04-29,2021-05-06,0,No
3583958,10 Macey Ave,High Rise,20,_6dc903CA588DC3D,,2021-04-19,2021-04-21,1,Yes
3583959,1447 Royal York Rd,Low Rise,2,_6dc90CBE3C11016,,2021-04-20,2021-05-06,0,No
3583960,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,1,Yes
3583961,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,2,Yes
3583962,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,3,Yes
3583963,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,4,Yes
3583964,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,5,Yes
3583965,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,6,Yes
3583966,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,7,Yes
3583967,736 Bay St,High Rise,11,_6dc9106A3C44DA6,,2021-06-03,2021-10-07,8,Yes
3583968,77 Avenue Rd,High Rise,11,_6dc910B156519E5,,2021-12-15,2022-03-24,0,No
3583969,763 Bay St,High Rise,11,_6dc910C0999C96D,,2021-05-17,2022-05-05,1,Yes
3583970,763 Bay St,High Rise,11,_6dc910C0999C96D,,2021-05-17,2022-05-05,2,Yes
3583971,763 Bay St,High Rise,11,_6dc910C0999C96D,,2021-05-17,2022-05-05,3,Yes
3583972,763 Bay St,High Rise,11,_6dc910C0999C96D,,2021-05-17,2022-05-05,4,Yes
3583973,763 Bay St,High Rise,11,_6dc910C0999C96D,,2021-05-17,2022-05-05,5,Yes
3583974,65 St Mary St,High Rise,11,_6dc913561D9AB1E,,2021-10-08,2022-06-06,1,Yes
3583975,66 Spadina Rd,High Rise,11,_6dc91417AE10BB2,,2021-07-27,2021-08-04,0,No
3583976,74 Spadina Rd,High Rise,11,_6dc914A05DCC066,,2021-04-21,2022-04-07,1,Yes
3583977,74 Spadina Rd,High Rise,11,_6dc914A05DCC066,,2021-04-21,2022-04-07,2,Yes
3583978,74 Spadina Rd,High Rise,11,_6dc914A05DCC066,,2021-04-21,2022-04-07,3,Yes
3583979,74 Spadina Rd,High Rise,11,_6dc914A05DCC066,,2021-04-21,2022-04-07,4,Yes
3583980,77 Elm St,High Rise,11,_6dc9153E3C982B1,,2021-10-26,2022-02-24,0,No
3583981,32 South Bonnington Ave,Low Rise,20,_6dc916E7CC72C3A,,2021-04-15,2021-04-21,1,Yes
3583982,68 Yorkville Ave,High Rise,11,_6dc9171765DA15D,,2021-04-22,2021-08-13,0,No
3583983,736 Spadina Ave,High Rise,11,_6dc91758BB1034F,,2021-07-29,2021-12-16,0,No
3583984,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,1,Yes
3583985,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,2,Yes
3583986,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,3,Yes
3583987,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,4,Yes
3583988,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,5,Yes
3583989,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,6,Yes
3583990,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,7,Yes
3583991,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,8,Yes
3583992,72 Clinton St,High Rise,11,_6dc917596D6234B,,2021-06-28,2021-09-20,9,Yes
3583993,3 Summerland Ter,High Rise,3,_6dc9177E62C6D69,,2021-04-19,2021-06-02,0,No
3583994,666 Spadina Ave,High Rise,11,_6dc918B8DF218E3,,2021-04-21,2021-06-02,0,No
3583995,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,1,Yes
3583996,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,2,Yes
3583997,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,3,Yes
3583998,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,4,Yes
3583999,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,5,Yes
3584000,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,6,Yes
3584001,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,7,Yes
3584002,761 Bay St,High Rise,11,_6dc9195CC3608BF,,2021-05-12,2022-05-10,8,Yes
3584003,720 Spadina Ave,High Rise,11,_6dc91A537532E13,,2021-10-05,2022-02-02,1,Yes
3584004,720 Spadina Ave,High Rise,11,_6dc91A537532E13,,2021-10-05,2022-02-02,2,Yes
3584005,720 Spadina Ave,High Rise,11,_6dc91A537532E13,,2021-10-05,2022-02-02,3,Yes
3584006,720 Spadina Ave,High Rise,11,_6dc91A537532E13,,2021-10-05,2022-02-02,4,Yes
3584007,7 Jackes Ave,High Rise,11,_6dc91AB4D32C3C5,,2021-06-29,2021-07-15,0,No
3584008,711 Bay St,High Rise,11,_6dc91B43908C8F4,,2021-09-24,2022-04-21,0,No
3584009,73 St George St,High Rise,11,_6dc91B569A33E7C,,2021-04-29,2021-05-05,0,No
3584010,700 Bay St,High Rise,11,_6dc91C08AC3C2E4,,2021-10-12,2021-10-12,0,No
3584011,717 Bay St,High Rise,11,_6dc91C096D5DF90,,2021-09-24,2022-04-21,0,No
3584012,66 Collier St,High Rise,11,_6dc91D8B784F3B5,,2021-05-25,2022-05-12,0,No
3584013,750 Bay St,High Rise,11,_6dc91EC3C868B5C,,2021-06-03,2021-11-02,0,No
3584014,77 Charles St W,High Rise,11,_6dc91F7054BE913,,2021-04-28,2021-10-15,1,Yes
3584015,77 Charles St W,High Rise,11,_6dc91F7054BE913,,2021-04-28,2021-10-15,2,Yes
3584016,77 Charles St W,High Rise,11,_6dc91F7054BE913,,2021-04-28,2021-10-15,3,Yes
3584017,77 Charles St W,High Rise,11,_6dc91F7054BE913,,2021-04-28,2021-10-15,4,Yes
3584018,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,1,Yes
3584019,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,2,Yes
3584020,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,3,Yes
3584021,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,4,Yes
3584022,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,5,Yes
3584023,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,6,Yes
3584024,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,7,Yes
3584025,77 Gerrard St W,High Rise,11,_6dc91F970C9AD5D,,2021-07-28,2022-05-26,8,Yes
